 -0.127,-0.381,0.971,-97.06,2.39,-7.40
 -0.123,-0.394,0.917,-36.02,-4.34,-2.41
 -0.114,-0.397,0.932,-4.67,-1.12,-7.96
 -0.124,-0.354,0.980,45.46,-9.76,-10.32
 -0.168,-0.247,0.984,140.27,8.75,-2.31
 -0.116,-0.100,0.988,185.99,14.43,-1.86
 -0.083,-0.001,0.983,141.40,8.64,-7.38
 -0.154,0.141,0.982,112.49,21.14,-12.20
 -0.166,0.214,0.974,103.68,33.80,1.34
 -0.192,0.292,0.954,86.14,21.28,2.23
 -0.210,0.296,0.900,39.14,9.38,4.28
 -0.216,0.331,0.912,-9.64,2.19,4.82
 -0.208,0.238,0.903,-80.34,0.31,13.66
 -0.159,0.129,0.898,-172.04,-11.76,-5.11
 -0.190,-0.026,1.023,-183.92,-33.14,-15.06
 -0.152,-0.276,0.967,-132.41,-13.55,1.14
 -0.123,-0.350,0.901,-68.56,0.67,-2.35
 -0.150,-0.382,0.952,-55.31,0.97,0.34
 -0.139,-0.411,0.900,-19.04,-6.59,2.10
 -0.116,-0.399,0.957,24.93,-4.85,-6.89
 -0.160,-0.338,1.009,87.29,-1.38,7.16
 -0.109,-0.250,0.877,138.57,12.19,15.40
 -0.108,-0.168,1.018,110.79,14.02,2.61
 -0.170,-0.005,0.992,105.01,13.08,-4.69
 -0.146,0.046,0.967,89.23,10.50,-4.49
 -0.188,0.130,0.963,76.76,12.98,-9.14
 -0.188,0.163,0.963,59.50,6.01,1.56
 -0.173,0.209,0.951,52.53,8.95,4.70
 -0.211,0.237,0.942,32.45,4.60,2.95
 -0.161,0.225,0.955,-16.15,0.01,14.31
 -0.124,0.164,0.930,-80.43,-13.41,2.85
 -0.164,0.077,0.995,-155.86,-16.00,-13.89
 -0.196,-0.103,0.949,-167.42,-0.91,-9.01
 -0.157,-0.212,0.999,-139.77,-1.89,-9.65
 -0.159,-0.308,0.943,-120.18,-16.33,-3.11
 -0.139,-0.400,0.933,-92.07,-6.16,-2.76
 -0.150,-0.424,0.919,-45.22,1.62,-1.19
 -0.135,-0.442,0.896,-1.96,-10.46,-7.03
 -0.121,-0.401,0.967,51.66,-18.46,-8.71
 -0.154,-0.310,0.948,138.45,-5.77,-5.69
 -0.082,-0.208,0.933,169.60,13.78,-3.44
